code,company_name,ticker_tse
6364,ＡＩＲＭＡＮ,6364.T
6367,ダイキン工業,6367.T
6368,オルガノ,6368.T
6369,トーヨーカネツ,6369.T
6370,栗田工業,6370.T
6371,椿本チエイン,6371.T
6376,日機装,6376.T
6379,レイズネクスト,6379.T
6381,アネスト岩田,6381.T
6383,ダイフク,6383.T
6387,サムコ,6387.T
6390,加藤製作所,6390.T
6395,タダノ,6395.T
6407,ＣＫＤ,6407.T
6412,平和,6412.T
6413,理想科学工業,6413.T
6417,ＳＡＮＫＹＯ,6417.T
6418,日本金銭機械,6418.T
6419,マースグループホールディングス,6419.T
6420,ガリレイホールディングス,6420.T
6430,ダイコク電機,6430.T
6432,竹内製作所,6432.T
6436,アマノ,6436.T
6440,ＪＵＫＩ,6440.T
6445,ジャノメ,6445.T
6448,ブラザー工業,6448.T
6454,マックス,6454.T
6455,モリタホールディングス,6455.T
6457,グローリー,6457.T
6458,新晃工業,6458.T
6459,だいわ,6459.T
6460,セガサミーホールディングス,6460.T
6463,ＴＰＲ,6463.T
6464,ツバキ・ナカシマ,6464.T
6465,ホシザキ,6465.T
6471,日本精工,6471.T
6472,ＮＴＮ,6472.T
6473,ジェイテクト,6473.T
6474,不二越,6474.T
6479,ミネベアミツミ,6479.T
6480,日本トムソン,6480.T
6481,ＴＨＫ,6481.T
6486,イーグル工業,6486.T
6490,ＰＩＬＬＡＲ,6490.T
6498,キッツ,6498.T
6501,日立製作所,6501.T
6503,三菱電機,6503.T
6504,富士電機,6504.T
6506,安川電機,6506.T
6507,シンフォニアテクノロジー,6507.T
6508,明電舎,6508.T
6516,山洋電気,6516.T
6517,デンヨー,6517.T
6523,ＰＨＣホールディングス,6523.T
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525.T
6526,ソシオネクスト,6526.T
6532,ベイカレント,6532.T
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533.T
6535,アイモバイル,6535.T
6539,ＭＳ－Ｊａｐａｎ,6539.T
6544,ジャパンエレベーターサービスホールディングス,6544.T
6560,エル・ティー・エス,6560.T
6564,ミダックホールディングス,6564.T
6571,キュービーネットホールディングス,6571.T
6572,オープングループ,6572.T
6584,三櫻工業,6584.T
6586,マキタ,6586.T
6588,東芝テック,6588.T
6590,芝浦メカトロニクス,6590.T
6592,マブチモーター,6592.T
6594,ニデック,6594.T
6615,ユー・エム・シー・エレクトロニクス,6615.T
6616,トレックス・セミコンダクター,6616.T
6617,東光高岳,6617.T
6619,ダブル・スコープ,6619.T
6620,宮越ホールディングス,6620.T
6622,ダイヘン,6622.T
6630,ヤーマン,6630.T
6632,ＪＶＣケンウッド,6632.T
6638,ミマキエンジニアリング,6638.T
6644,大崎電気工業,6644.T
6645,オムロン,6645.T
6651,日東工業,6651.T
6652,ＩＤＥＣ,6652.T
6653,正興電機製作所,6653.T
6674,ジーエス・ユアサ　コーポレーション,6674.T
6701,日本電気,6701.T
6702,富士通,6702.T
6703,沖電気工業,6703.T
6706,電気興業,6706.T
6707,サンケン電気,6707.T
6718,アイホン,6718.T
6723,ルネサスエレクトロニクス,6723.T
6724,セイコーエプソン,6724.T
6727,ワコム,6727.T
6728,アルバック,6728.T
6737,ＥＩＺＯ,6737.T
6740,ジャパンディスプレイ,6740.T
6741,日本信号,6741.T
6742,京三製作所,6742.T
6744,能美防災,6744.T
6745,ホーチキ,6745.T
6750,エレコム,6750.T
6752,パナソニック　ホールディングス,6752.T
6753,シャープ,6753.T
6754,アンリツ,6754.T
6758,ソニーグループ,6758.T
6762,ＴＤＫ,6762.T
6763,帝国通信工業,6763.T
6768,タムラ製作所,6768.T
6770,アルプスアルパイン,6770.T
6779,日本電波工業,6779.T
6785,鈴木,6785.T
6787,メイコー,6787.T
6788,日本トリム,6788.T
6794,フォスター電機,6794.T
6798,ＳＭＫ,6798.T
6800,ヨコオ,6800.T
6804,ホシデン,6804.T
6806,ヒロセ電機,6806.T
6807,日本航空電子工業,6807.T
6809,ＴＯＡ,6809.T
6810,マクセル,6810.T
6814,古野電気,6814.T
6817,スミダコーポレーション,6817.T
6820,アイコム,6820.T
6823,リオン,6823.T
6841,横河電機,6841.T
6844,新電元工業,6844.T
6845,アズビル,6845.T
6849,日本光電工業,6849.T
6850,チノー,6850.T
6856,堀場製作所,6856.T
6857,アドバンテスト,6857.T
6859,エスペック,6859.T
6861,キーエンス,6861.T
6866,日置電機,6866.T
6869,シスメックス,6869.T
6871,日本マイクロニクス,6871.T
6875,メガチップス,6875.T
6902,デンソー,6902.T
6905,コーセル,6905.T
6908,イリソ電子工業,6908.T
6914,オプテックスグループ,6914.T
6920,レーザーテック,6920.T
6923,スタンレー電気,6923.T
6925,ウシオ電機,6925.T
6929,日本セラミック,6929.T
6941,山一電機,6941.T
6947,図研,6947.T
6951,日本電子,6951.T
6952,カシオ計算機,6952.T
6954,ファナック,6954.T
6958,日本シイエムケイ,6958.T
6961,エンプラス,6961.T
6962,大真空,6962.T
6963,ローム,6963.T
6965,浜松ホトニクス,6965.T
6966,三井ハイテック,6966.T
6971,京セラ,6971.T
6976,太陽誘電,6976.T
6981,村田製作所,6981.T
6986,双葉電子工業,6986.T
6988,日東電工,6988.T
6995,東海理化電機製作所,6995.T
6996,ニチコン,6996.T
6997,日本ケミコン,6997.T
6999,ＫＯＡ,6999.T
7003,三井Ｅ＆Ｓ,7003.T
7004,カナデビア,7004.T
7011,三菱重工業,7011.T
7012,川崎重工業,7012.T
7013,ＩＨＩ,7013.T
7033,マネジメントソリューションズ,7033.T
7034,プロレド・パートナーズ,7034.T
7038,フロンティア・マネジメント,7038.T
7059,コプロ・ホールディングス,7059.T
7071,アンビスホールディングス,7071.T
7085,カーブスホールディングス,7085.T
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095.T
7102,日本車輌製造,7102.T
7128,ユニソルホールディングス,7128.T
7130,ヤマエグループホールディングス,7130.T
7148,ＦＰＧ,7148.T
7157,ライフネット生命保険,7157.T
7164,全国保証,7164.T
7167,めぶきフィナンシャルグループ,7167.T
7172,ジャパンインベストメントアドバイザー,7172.T
7173,東京きらぼしフィナンシャルグループ,7173.T
7180,九州フィナンシャルグループ,7180.T
7181,かんぽ生命保険,7181.T
7182,ゆうちょ銀行,7182.T
7184,富山第一銀行,7184.T
7186,横浜フィナンシャルグループ,7186.T
7187,ジェイリース,7187.T
7189,西日本フィナンシャルホールディングス,7189.T
7198,ＳＢＩアルヒ,7198.T
7199,プレミアグループ,7199.T
7201,日産自動車,7201.T
7202,いすゞ自動車,7202.T
7203,トヨタ自動車,7203.T
7211,三菱自動車工業,7211.T
7220,武蔵精密工業,7220.T
7224,新明和工業,7224.T
7226,極東開発工業,7226.T
7231,トピー工業,7231.T
7236,ティラド,7236.T
7238,曙ブレーキ工業,7238.T
7239,タチエス,7239.T
7240,ＮＯＫ,7240.T
7241,フタバ産業,7241.T
7242,カヤバ,7242.T
7244,市光工業,7244.T
7245,大同メタル工業,7245.T
7246,プレス工業,7246.T
7259,アイシン,7259.T
7261,マツダ,7261.T
7267,本田技研工業,7267.T
7269,スズキ,7269.T
7270,ＳＵＢＡＲＵ,7270.T
7272,ヤマハ発動機,7272.T
7276,小糸製作所,7276.T
7278,エクセディ,7278.T
7280,ミツバ,7280.T
7282,豊田合成,7282.T
7283,愛三工業,7283.T
7294,ヨロズ,7294.T
7296,エフ・シー・シー,7296.T
7309,シマノ,7309.T
7313,テイ・エス　テック,7313.T
7322,三十三フィナンシャルグループ,7322.T
7327,第四北越フィナンシャルグループ,7327.T
7337,ひろぎんホールディングス,7337.T
7347,マーキュリアホールディングス,7347.T
7350,おきなわフィナンシャルグループ,7350.T
7366,ＬＩＴＡＬＩＣＯ,7366.T
7380,十六フィナンシャルグループ,7380.T
7381,ＣＣＩグループ,7381.T
7383,ネットプロテクションズホールディングス,7383.T
7384,プロクレアホールディングス,7384.T
7388,ＦＰパートナー,7388.T
7389,あいちフィナンシャルグループ,7389.T
7414,小野建,7414.T
7419,ノジマ,7419.T
7421,カッパ・クリエイト,7421.T
7433,伯東,7433.T
7438,コンドーテック,7438.T
7447,ナガイレーベン,7447.T
7453,良品計画,7453.T
7456,松田産業,7456.T
7458,第一興商,7458.T
7459,メディパルホールディングス,7459.T
7466,ＳＰＫ,7466.T
7475,アルビス,7475.T
7476,アズワン,7476.T
7482,シモジマ,7482.T
7483,ドウシシャ,7483.T
7504,高速,7504.T
7508,Ｇ‐７ホールディングス,7508.T
7510,たけびし,7510.T
7513,コジマ,7513.T
7516,コーナン商事,7516.T
7520,エコス,7520.T
7522,ワタミ,7522.T
7525,リックス,7525.T
7532,パン・パシフィック・インターナショナルホールディングス,7532.T
7537,丸文,7537.T
7545,西松屋チェーン,7545.T
7550,ゼンショーホールディングス,7550.T
75505,ゼンショーホールディングス第１回社債型種類株式,75505.T
7552,ハピネット,7552.T
7554,幸楽苑,7554.T
7575,日本ライフライン,7575.T
7581,サイゼリヤ,7581.T
7593,ＶＴホールディングス,7593.T
7595,アルゴグラフィックス,7595.T
7596,魚力,7596.T
7599,ＩＤＯＭ,7599.T
7600,日本エム・ディ・エム,7600.T
7606,ユナイテッドアローズ,7606.T
7607,進和,7607.T
7609,ダイトロン,7609.T
7611,ハイデイ日高,7611.T
7613,シークス,7613.T
7616,コロワイド,7616.T
7628,オーハシテクニカ,7628.T
7630,壱番屋,7630.T
7637,白銅,7637.T
7649,スギホールディングス,7649.T
7679,薬王堂ホールディングス,7679.T
7683,ダブルエー,7683.T
7701,島津製作所,7701.T
7715,長野計器,7715.T
7717,ブイ・テクノロジー,7717.T
7721,東京計器,7721.T
7723,愛知時計電機,7723.T
7725,インターアクション,7725.T
7729,東京精密,7729.T
7730,マニー,7730.T
7731,ニコン,7731.T
7733,オリンパス,7733.T
7734,理研計器,7734.T
7735,ＳＣＲＥＥＮホールディングス,7735.T
7740,タムロン,7740.T
7741,ＨＯＹＡ,7741.T
7744,ノーリツ鋼機,7744.T
7745,Ａ＆Ｄホロンホールディングス,7745.T
7747,朝日インテック,7747.T
7751,キヤノン,7751.T
7752,リコー,7752.T
7762,シチズン時計,7762.T
7769,リズム,7769.T
7780,メニコン,7780.T
7818,トランザクション,7818.T
7820,ニホンフラッシュ,7820.T
7821,前田工繊,7821.T
7826,フルヤ金属,7826.T
7832,バンダイナムコホールディングス,7832.T
7839,ＳＨＯＥＩ,7839.T
7840,フランスベッドホールディングス,7840.T
7844,マーベラス,7844.T
7846,パイロットコーポレーション,7846.T
7856,萩原工業,7856.T
7860,エイベックス,7860.T
7864,フジシールインターナショナル,7864.T
7867,タカラトミー,7867.T
7868,広済堂ホールディングス,7868.T
7874,レック,7874.T
7888,三光合成,7888.T
7893,プロネクサス,7893.T
7911,ＴＯＰＰＡＮホールディングス,7911.T
7912,大日本印刷,7912.T
7914,共同印刷,7914.T
7915,ＮＩＳＳＨＡ,7915.T
7917,ＺＡＣＲＯＳ,7917.T
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921.T
7931,未来工業,7931.T
7936,アシックス,7936.T
7942,ＪＳＰ,7942.T
7943,ニチハ,7943.T
7944,ローランド,7944.T
7947,エフピコ,7947.T
7949,小松ウオール工業,7949.T
7951,ヤマハ,7951.T
7952,河合楽器製作所,7952.T
7955,クリナップ,7955.T
7956,ピジョン,7956.T
7962,キングジム,7962.T
7965,象印マホービン,7965.T
7966,リンテック,7966.T
7970,信越ポリマー,7970.T
7972,イトーキ,7972.T
7974,任天堂,7974.T
7976,三菱鉛筆,7976.T
7979,松風,7979.T
7981,タカラスタンダード,7981.T
7984,コクヨ,7984.T
7988,ニフコ,7988.T
7989,立川ブラインド工業,7989.T
7990,グローブライド,7990.T
7994,オカムラ,7994.T
7995,バルカー,7995.T
8001,伊藤忠商事,8001.T
8002,丸紅,8002.T
8005,スクロール,8005.T
8007,高島,8007.T
8008,ヨンドシーホールディングス,8008.T
8011,三陽商会,8011.T
8012,長瀬産業,8012.T
8014,蝶理,8014.T
8015,豊田通商,8015.T
8016,オンワードホールディングス,8016.T
8020,兼松,8020.T
8022,美津濃,8022.T
8031,三井物産,8031.T
8032,日本紙パルプ商事,8032.T
8035,東京エレクトロン,8035.T
8037,カメイ,8037.T
8043,スターゼン,8043.T
8050,セイコーグループ,8050.T
8051,山善,8051.T
8052,椿本興業,8052.T
8053,住友商事,8053.T
8056,ＢＩＰＲＯＧＹ,8056.T
8057,内田洋行,8057.T
8058,三菱商事,8058.T
8059,第一実業,8059.T
8060,キヤノンマーケティングジャパン,8060.T
8061,西華産業,8061.T
8065,佐藤商事,8065.T
8070,東京産業,8070.T
8074,ＹＵＡＳＡ,8074.T
8075,神鋼商事,8075.T
8078,阪和興業,8078.T
8079,正栄食品工業,8079.T
8081,カナデン,8081.T
8084,ＲＹＯＤＥＮ,8084.T
8086,ニプロ,8086.T
8088,岩谷産業,8088.T
8091,ニチモウ,8091.T
8093,極東貿易,8093.T
8095,アステナホールディングス,8095.T
8097,三愛オブリ,8097.T
8098,稲畑産業,8098.T
8101,ＧＳＩクレオス,8101.T
8103,明和産業,8103.T
8111,ゴールドウイン,8111.T
8113,ユニ・チャーム,8113.T
8125,ワキタ,8125.T
8129,東邦ホールディングス,8129.T
8130,サンゲツ,8130.T
8132,シナネンホールディングス,8132.T
8133,伊藤忠エネクス,8133.T
8136,サンリオ,8136.T
8137,サンワテクノス,8137.T
8141,新光商事,8141.T
8142,トーホー,8142.T
8150,三信電気,8150.T
8151,東陽テクニカ,8151.T
8153,モスフードサービス,8153.T
8154,加賀電子,8154.T
8157,都築電気,8157.T
8158,ソーダニッカ,8158.T
8159,立花エレテック,8159.T
8160,木曽路,8160.T
8163,ＳＲＳホールディングス,8163.T
8167,リテールパートナーズ,8167.T
8173,Ｊｏｓｈｉｎ,8173.T
8174,日本瓦斯,8174.T
8179,ロイヤルホールディングス,8179.T
8185,チヨダ,8185.T
8194,ライフコーポレーション,8194.T
8200,リンガーハット,8200.T
8203,ＭｒＭａｘＨＤ,8203.T
8214,ＡＯＫＩホールディングス,8214.T
8217,オークワ,8217.T
8218,コメリ,8218.T
8219,青山商事,8219.T
8227,しまむら,8227.T
8233,高島屋,8233.T
8237,松屋,8237.T
8242,エイチ・ツー・オー　リテイリング,8242.T
8252,丸井グループ,8252.T
8253,クレディセゾン,8253.T
8255,アクシアル　リテイリング,8255.T
8267,イオン,8267.T
8273,イズミ,8273.T
8276,平和堂,8276.T
8278,フジ,8278.T
8281,ゼビオホールディングス,8281.T
8282,ケーズホールディングス,8282.T
8303,ＳＢＩ新生銀行,8303.T
8304,あおぞら銀行,8304.T
8306,三菱ＵＦＪフィナンシャル・グループ,8306.T
8308,りそなホールディングス,8308.T
8309,三井住友トラストグループ,8309.T
8316,三井住友フィナンシャルグループ,8316.T
8331,千葉銀行,8331.T
8334,群馬銀行,8334.T
8336,武蔵野銀行,8336.T
8337,千葉興業銀行,8337.T
8338,筑波銀行,8338.T
8341,七十七銀行,8341.T
8343,秋田銀行,8343.T
8344,山形銀行,8344.T
8345,岩手銀行,8345.T
8346,東邦銀行,8346.T
8354,ふくおかフィナンシャルグループ,8354.T
8358,スルガ銀行,8358.T
8359,八十二長野銀行,8359.T
8360,山梨中央銀行,8360.T
8361,大垣共立銀行,8361.T
8362,福井銀行,8362.T
8364,清水銀行,8364.T
8366,滋賀銀行,8366.T
8367,南都銀行,8367.T
8368,百五銀行,8368.T
8370,紀陽銀行,8370.T
8377,ほくほくフィナンシャルグループ,8377.T
8381,山陰合同銀行,8381.T
8386,百十四銀行,8386.T
8387,四国銀行,8387.T
8388,阿波銀行,8388.T
8392,大分銀行,8392.T
8393,宮崎銀行,8393.T
8395,佐賀銀行,8395.T
8399,琉球銀行,8399.T
8410,セブン銀行,8410.T
8411,みずほフィナンシャルグループ,8411.T
8418,山口フィナンシャルグループ,8418.T
8424,芙蓉総合リース,8424.T
8425,みずほリース,8425.T
8439,東京センチュリー,8439.T
8473,ＳＢＩホールディングス,8473.T
8511,日本証券金融,8511.T
8522,名古屋銀行,8522.T
8524,北洋銀行,8524.T
8541,愛媛銀行,8541.T
8544,京葉銀行,8544.T
8550,栃木銀行,8550.T
8551,北日本銀行,8551.T
8558,東和銀行,8558.T
8566,リコーリース,8566.T
8570,イオンフィナンシャルサービス,8570.T
8584,ジャックス,8584.T
8585,オリエントコーポレーション,8585.T
8591,オリックス,8591.T
8593,三菱ＨＣキャピタル,8593.T
8595,ジャフコ　グループ,8595.T
8600,トモニホールディングス,8600.T
8601,大和証券グループ本社,8601.T
8604,野村ホールディングス,8604.T
8609,岡三証券グループ,8609.T
8613,丸三証券,8613.T
8614,東洋証券,8614.T
8616,東海東京フィナンシャル・ホールディングス,8616.T
8622,水戸証券,8622.T
8624,いちよし証券,8624.T
8628,松井証券,8628.T
8630,ＳＯＭＰＯホールディングス,8630.T
8697,日本取引所グループ,8697.T
8698,マネックスグループ,8698.T
8706,極東証券,8706.T
8707,岩井コスモホールディングス,8707.T
8708,アイザワ証券グループ,8708.T
8713,フィデアホールディングス,8713.T
8714,池田泉州ホールディングス,8714.T
8715,アニコム　ホールディングス,8715.T
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725.T
8729,ソニーフィナンシャルグループ,8729.T
8739,スパークス・グループ,8739.T
8750,第一ライフグループ,8750.T
8766,東京海上ホールディングス,8766.T
8771,イー・ギャランティ,8771.T
8793,ＮＥＣキャピタルソリューション,8793.T
8795,Ｔ＆Ｄホールディングス,8795.T
8798,アドバンスクリエイト,8798.T
8801,三井不動産,8801.T
8802,三菱地所,8802.T
8803,平和不動産,8803.T
8804,東京建物,8804.T
8818,京阪神ビルディング,8818.T
8830,住友不動産,8830.T
8848,レオパレス２１,8848.T
8850,スターツコーポレーション,8850.T
8860,フジ住宅,8860.T
8876,リログループ,8876.T
8877,エスリード,8877.T
8881,日神グループホールディングス,8881.T
8892,エスコン,8892.T
8897,ＭＩＲＡＲＴＨホールディングス,8897.T
8919,カチタス,8919.T
8923,トーセイ,8923.T
8934,サンフロンティア不動産,8934.T
8935,ＦＪネクストホールディングス,8935.T
8999,グランディハウス,8999.T
9001,東武鉄道,9001.T
9003,相鉄ホールディングス,9003.T
9005,東急,9005.T
9006,京浜急行電鉄,9006.T
9007,小田急電鉄,9007.T
9008,京王電鉄,9008.T
9009,京成電鉄,9009.T
9010,富士急行,9010.T
9020,東日本旅客鉄道,9020.T
9021,西日本旅客鉄道,9021.T
9022,東海旅客鉄道,9022.T
9023,東京地下鉄,9023.T
9024,西武ホールディングス,9024.T
9025,鴻池運輸,9025.T
9031,西日本鉄道,9031.T
9037,ハマキョウレックス,9037.T
9039,サカイ引越センター,9039.T
9041,近鉄グループホールディングス,9041.T
9042,阪急阪神ホールディングス,9042.T
9044,ＮＡＮＫＡＩ,9044.T
9045,京阪ホールディングス,9045.T
9048,名古屋鉄道,9048.T
9052,山陽電気鉄道,9052.T
9064,ヤマトホールディングス,9064.T
9065,山九,9065.T
9068,丸全昭和運輸,9068.T
9069,センコーグループホールディングス,9069.T
9072,ニッコンホールディングス,9072.T
9075,福山通運,9075.T
9076,セイノーホールディングス,9076.T
9081,神奈川中央交通,9081.T
9090,ＡＺ－ＣＯＭ丸和ホールディングス,9090.T
9101,日本郵船,9101.T
9104,商船三井,9104.T
9107,川崎汽船,9107.T
9110,ＮＳユナイテッド海運,9110.T
9119,飯野海運,9119.T
9142,九州旅客鉄道,9142.T
9143,ＳＧホールディングス,9143.T
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147.T
9201,日本航空,9201.T
92015,日本航空株式会社第１回社債型種類株式,92015.T
9202,ＡＮＡホールディングス,9202.T
92025,ＡＮＡホールディングス第１回社債型種類株式,92025.T
9216,ビーウィズ,9216.T
9229,サンウェルズ,9229.T
9247,ＴＲＥホールディングス,9247.T
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,9267.T
9273,コーア商事ホールディングス,9273.T
9274,ＫＰＰグループホールディングス,9274.T
9278,ブックオフグループホールディングス,9278.T
9279,ギフトホールディングス,9279.T
9301,三菱倉庫,9301.T
9302,三井倉庫ホールディングス,9302.T
9303,住友倉庫,9303.T
9304,澁澤倉庫,9304.T
9305,ヤマタネ,9305.T
9310,日本トランスシティ,9310.T
9319,中央倉庫,9319.T
9324,安田倉庫,9324.T
9332,ＮＩＳＳＯホールディングス,9332.T
9336,大栄環境,9336.T
9341,ＧＥＮＯＶＡ,9341.T
9347,日本管財ホールディングス,9347.T
9364,上組,9364.T
9381,エーアイテイー,9381.T
9401,ＴＢＳホールディングス,9401.T
9404,日本テレビホールディングス,9404.T
9405,朝日放送グループホールディングス,9405.T
9409,テレビ朝日ホールディングス,9409.T
9412,スカパーＪＳＡＴ,9412.T
9413,テレビ東京ホールディングス,9413.T
9416,ビジョン,9416.T
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418.T
9424,日本通信,9424.T
9432,ＮＴＴ,9432.T
9433,ＫＤＤＩ,9433.T
9434,ソフトバンク,9434.T
94345,ソフトバンク第１回社債型種類株式,94345.T
94346,ソフトバンク第２回社債型種類株式,94346.T
9435,光通信,9435.T
9438,エムティーアイ,9438.T
9449,ＧＭＯインターネットグループ,9449.T
9468,ＫＡＤＯＫＡＷＡ,9468.T
9470,学研ホールディングス,9470.T
9474,ゼンリン,9474.T
9501,東京電力ホールディングス,9501.T
9502,中部電力,9502.T
9503,関西電力,9503.T
9504,中国電力,9504.T
9505,北陸電力,9505.T
9506,東北電力,9506.T
9507,四国電力,9507.T
9508,九州電力,9508.T
9509,北海道電力,9509.T
9511,沖縄電力,9511.T
9513,電源開発,9513.T
9517,イーレックス,9517.T
9519,レノバ,9519.T
9531,東京瓦斯,9531.T
9532,大阪瓦斯,9532.T
9533,東邦瓦斯,9533.T
9534,北海道瓦斯,9534.T
9535,広島ガス,9535.T
9536,西部ガスホールディングス,9536.T
9543,静岡ガス,9543.T
9551,メタウォーター,9551.T
9552,クオンツ総研ホールディングス,9552.T
9601,松竹,9601.T
9602,東宝,9602.T
9603,エイチ・アイ・エス,9603.T
9605,東映,9605.T
9612,ラックランド,9612.T
9616,共立メンテナンス,9616.T
9619,イチネンホールディングス,9619.T
9621,建設技術研究所,9621.T
9622,スペース,9622.T
9627,アインホールディングス,9627.T
9628,燦ホールディングス,9628.T
9629,ピー・シー・エー,9629.T
9644,タナベコンサルティンググループ,9644.T
9658,ビジネスブレイン太田昭和,9658.T
9663,ナガワ,9663.T
9672,東京都競馬,9672.T
9678,カナモト,9678.T
9682,ＤＴＳ,9682.T
9684,スクウェア・エニックス・ホールディングス,9684.T
9692,シーイーシー,9692.T
9697,カプコン,9697.T
9699,ニシオホールディングス,9699.T
9702,アイ・エス・ビー,9702.T
9706,日本空港ビルデング,9706.T
9715,トランス・コスモス,9715.T
9716,乃村工藝社,9716.T
9722,藤田観光,9722.T
9729,トーカイ,9729.T
9735,セコム,9735.T
9739,ＮＳＷ,9739.T
9740,セントラル警備保障,9740.T
9742,アイネス,9742.T
9743,丹青社,9743.T
9744,メイテックグループホールディングス,9744.T
9746,ＴＫＣ,9746.T
9755,応用地質,9755.T
9757,船井総研ホールディングス,9757.T
9759,ＮＳＤ,9759.T
9765,オオバ,9765.T
9766,コナミグループ,9766.T
9769,学究社,9769.T
9788,ナック,9788.T
9790,福井コンピュータホールディングス,9790.T
9793,ダイセキ,9793.T
9795,ステップ,9795.T
9824,泉州電業,9824.T
9830,トラスコ中山,9830.T
9831,ヤマダホールディングス,9831.T
9832,オートバックスセブン,9832.T
9837,モリト,9837.T
9842,アークランズ,9842.T
9843,ニトリホールディングス,9843.T
9850,グルメ杵屋,9850.T
9861,吉野家ホールディングス,9861.T
9869,加藤産業,9869.T
9880,イノテック,9880.T
9882,イエローハット,9882.T
9887,松屋フーズホールディングス,9887.T
9889,ＪＢＣＣホールディングス,9889.T
9900,サガミホールディングス,9900.T
9902,日伝,9902.T
9928,ミロク情報サービス,9928.T
9932,杉本商事,9932.T
9934,因幡電機産業,9934.T
9936,王将フードサービス,9936.T
9946,ミニストップ,9946.T
9948,アークス,9948.T
9956,バローホールディングス,9956.T
9960,東テク,9960.T
9962,ミスミグループ本社,9962.T
9974,ベルク,9974.T
9983,ファーストリテイリング,9983.T
9984,ソフトバンクグループ,9984.T
9987,スズケン,9987.T
9989,サンドラッグ,9989.T
9990,サックスバー　ホールディングス,9990.T
9991,ジェコス,9991.T
9997,ベルーナ,9997.T
